Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S02487,28,Female,17,Visual,0,No,80,92,98,Yes,Low,24,10,A
S02488,23,Female,20,Kinesthetic,2,No,77,48,93,Yes,Medium,16,7,D
S02489,25,Male,44,Auditory,20,Yes,84,99,77,No,Medium,15,5,A
S02490,28,Male,13,Visual,19,Yes,52,93,53,Yes,Low,16,10,A
S02491,25,Male,12,Reading/Writing,16,Yes,51,90,69,Yes,Medium,22,5,A
S02492,21,Female,27,Kinesthetic,7,Yes,89,60,57,Yes,Medium,2,8,C
S02493,20,Female,42,Reading/Writing,17,Yes,76,57,75,Yes,High,6,5,C
S02494,25,Male,27,Reading/Writing,18,Yes,77,65,67,Yes,Medium,16,6,C
S02495,19,Female,22,Reading/Writing,6,No,81,43,88,Yes,Medium,29,9,D
S02496,22,Female,34,Visual,10,No,63,59,84,No,High,30,6,C
S02497,29,Other,49,Reading/Writing,5,No,69,65,95,No,High,26,8,C
S02498,19,Male,39,Visual,5,Yes,85,42,82,Yes,Low,0,7,D
S02499,27,Female,33,Auditory,13,Yes,51,81,87,Yes,Medium,4,8,B
S02500,22,Female,43,Kinesthetic,18,Yes,69,46,65,Yes,Medium,30,6,D
S02501,19,Female,43,Kinesthetic,15,No,89,67,69,Yes,Medium,28,4,C
S02502,18,Male,23,Reading/Writing,5,Yes,86,45,88,No,Low,30,10,D
S02503,24,Male,42,Auditory,3,Yes,76,99,99,No,Low,9,10,A
S02504,29,Female,20,Kinesthetic,16,No,84,82,88,Yes,Medium,23,5,B
S02505,19,Male,23,Auditory,20,No,51,50,56,Yes,Medium,19,8,D
S02506,28,Female,13,Auditory,0,No,56,82,67,No,Medium,2,6,B
S02507,23,Male,33,Reading/Writing,10,Yes,82,100,64,Yes,High,11,6,A
S02508,27,Female,45,Visual,14,No,64,49,56,No,Low,10,8,D
S02509,18,Female,25,Reading/Writing,10,Yes,63,69,92,Yes,Medium,17,8,C
S02510,19,Female,18,Auditory,9,Yes,63,51,95,Yes,High,13,5,D
S02511,18,Male,37,Visual,3,No,77,71,65,No,Low,8,5,B
S02512,23,Male,48,Auditory,0,Yes,80,74,86,Yes,Low,17,6,B
S02513,22,Female,49,Reading/Writing,7,Yes,96,52,69,No,Medium,13,5,D
S02514,19,Male,13,Kinesthetic,12,No,78,62,67,No,Medium,5,5,C
S02515,26,Male,34,Visual,19,Yes,88,74,52,Yes,Low,9,8,B
S02516,23,Female,13,Visual,13,No,85,88,62,Yes,Low,28,8,A
S02517,27,Male,34,Auditory,14,No,92,83,60,No,Medium,17,4,B
S02518,22,Male,27,Visual,11,No,98,97,91,Yes,High,0,10,A
S02519,26,Female,7,Visual,8,Yes,87,86,52,Yes,Low,9,8,A
S02520,28,Female,9,Kinesthetic,0,Yes,55,74,62,Yes,Low,15,10,B
S02521,26,Male,6,Visual,17,No,98,78,65,Yes,High,8,7,B
S02522,27,Male,31,Reading/Writing,0,No,92,41,60,Yes,Low,2,6,D
S02523,29,Female,11,Visual,0,Yes,78,77,54,Yes,Low,12,6,B
S02524,18,Female,41,Kinesthetic,4,No,57,99,68,Yes,Low,22,5,A
S02525,29,Male,43,Auditory,10,No,62,58,77,Yes,High,13,5,C
S02526,25,Male,28,Auditory,10,Yes,70,64,65,Yes,High,24,10,C
S02527,24,Female,45,Visual,20,Yes,60,69,56,Yes,Low,17,9,C
S02528,26,Female,33,Visual,5,Yes,50,79,58,No,High,0,9,B
S02529,25,Other,6,Kinesthetic,9,Yes,92,49,54,No,Low,8,10,D
S02530,22,Male,23,Reading/Writing,4,Yes,61,84,74,Yes,Medium,1,10,B
S02531,21,Female,24,Auditory,15,Yes,56,61,84,No,Low,23,9,C
S02532,26,Male,23,Auditory,15,No,60,50,52,No,Medium,16,5,D
S02533,22,Male,30,Reading/Writing,13,No,98,57,75,Yes,Medium,17,4,C
S02534,25,Female,48,Kinesthetic,1,Yes,97,93,66,Yes,Low,18,7,A
S02535,25,Male,36,Reading/Writing,9,Yes,51,53,60,Yes,Low,8,7,D
S02536,19,Female,33,Auditory,1,No,83,51,67,No,Medium,12,8,D
S02537,18,Male,46,Visual,10,No,63,43,88,No,Medium,12,5,D
S02538,23,Male,8,Reading/Writing,15,Yes,64,64,88,No,Medium,30,8,C
S02539,24,Male,32,Auditory,18,No,98,40,78,Yes,Low,21,9,D
S02540,25,Male,17,Auditory,14,No,81,50,63,No,Low,12,10,D
S02541,22,Male,36,Reading/Writing,6,No,95,79,99,Yes,Medium,0,9,B
S02542,27,Female,29,Visual,6,No,66,75,91,Yes,Medium,27,8,B
S02543,18,Female,30,Auditory,9,No,87,80,94,Yes,Medium,5,7,B
S02544,22,Female,40,Visual,19,Yes,78,63,54,Yes,Medium,16,10,C
S02545,22,Male,22,Reading/Writing,3,Yes,90,57,52,No,High,11,8,C
S02546,25,Male,27,Kinesthetic,18,Yes,65,64,56,Yes,Medium,16,9,C
S02547,20,Female,25,Visual,19,No,55,40,92,Yes,Low,12,10,D
S02548,27,Female,24,Auditory,12,No,66,93,68,Yes,Low,3,7,A
S02549,25,Male,24,Kinesthetic,20,No,70,73,90,Yes,High,6,8,B
S02550,29,Female,45,Reading/Writing,18,No,84,54,74,Yes,Medium,0,10,D
S02551,18,Female,7,Kinesthetic,9,Yes,96,81,64,Yes,Medium,15,4,B
S02552,22,Female,11,Visual,15,Yes,94,90,70,Yes,Low,15,8,A
S02553,24,Female,13,Kinesthetic,18,No,75,40,50,Yes,Medium,16,6,D
S02554,26,Female,16,Auditory,10,Yes,58,52,54,No,High,26,10,D
S02555,27,Male,26,Auditory,8,Yes,69,76,70,Yes,Low,20,10,B
S02556,21,Female,10,Kinesthetic,20,No,51,90,51,Yes,Medium,13,6,A
S02557,26,Female,18,Auditory,5,No,63,47,72,Yes,High,20,10,D
S02558,28,Female,27,Kinesthetic,4,Yes,59,63,60,Yes,Low,10,8,C
S02559,25,Female,38,Kinesthetic,5,Yes,78,97,52,No,Medium,18,7,A
S02560,21,Female,23,Auditory,6,No,96,82,73,No,Medium,29,6,B
S02561,24,Female,37,Visual,5,No,69,46,75,No,High,15,7,D
S02562,20,Female,39,Kinesthetic,9,No,83,89,63,No,Medium,30,4,A
S02563,18,Female,6,Kinesthetic,9,Yes,55,87,73,No,Medium,30,8,A
S02564,28,Male,41,Auditory,12,No,60,87,55,Yes,Medium,3,7,A
S02565,29,Male,30,Visual,17,Yes,62,56,80,Yes,Low,21,8,C
S02566,18,Female,15,Kinesthetic,17,Yes,90,47,81,Yes,Low,23,7,D
S02567,18,Female,43,Visual,7,No,81,89,50,Yes,Low,20,6,A
S02568,27,Male,29,Visual,14,No,81,88,81,Yes,Low,8,8,A
S02569,22,Female,15,Auditory,6,Yes,95,98,99,No,Medium,28,6,A
S02570,22,Female,41,Reading/Writing,9,Yes,66,41,55,Yes,Medium,11,10,D
S02571,28,Male,32,Visual,11,No,90,96,53,Yes,High,10,6,A
S02572,24,Male,35,Auditory,4,Yes,66,99,80,Yes,Medium,23,10,A
S02573,29,Male,19,Auditory,1,Yes,50,53,72,Yes,Low,9,6,D
S02574,27,Male,27,Kinesthetic,16,Yes,88,86,56,No,Low,28,8,A
S02575,18,Female,32,Reading/Writing,5,No,76,47,50,No,Medium,9,4,D
S02576,27,Male,44,Kinesthetic,2,Yes,86,56,55,Yes,Medium,25,7,C
S02577,20,Male,25,Visual,11,No,77,48,54,Yes,Low,23,7,D
S02578,21,Male,36,Kinesthetic,0,No,77,61,68,No,High,30,10,C
S02579,25,Male,16,Kinesthetic,7,Yes,100,42,85,Yes,High,21,7,D
S02580,28,Female,34,Auditory,18,Yes,78,67,63,Yes,Medium,29,7,C
S02581,20,Male,14,Visual,12,No,99,55,95,Yes,Low,4,8,C
S02582,24,Female,34,Kinesthetic,15,Yes,75,94,98,No,Low,12,7,A
S02583,27,Male,17,Visual,8,No,94,75,72,Yes,Medium,11,5,B
S02584,20,Male,47,Kinesthetic,18,No,58,86,74,Yes,High,20,6,A
S02585,28,Male,9,Visual,3,Yes,54,55,57,Yes,Medium,2,10,C
S02586,25,Female,38,Visual,1,Yes,53,53,87,Yes,Medium,13,9,D
S02587,22,Male,23,Reading/Writing,5,Yes,94,99,59,Yes,Medium,2,10,A
S02588,26,Female,16,Reading/Writing,6,Yes,97,65,77,No,Medium,3,9,C
S02589,18,Female,33,Visual,6,Yes,99,41,95,Yes,Medium,28,4,D
S02590,18,Female,14,Reading/Writing,17,No,61,77,72,No,High,11,7,B
S02591,21,Female,19,Reading/Writing,2,Yes,88,94,57,No,Medium,29,8,A
S02592,29,Male,5,Kinesthetic,13,Yes,57,90,64,No,Medium,3,8,A
S02593,22,Male,49,Visual,12,No,88,50,79,Yes,Medium,23,9,D
S02594,21,Male,45,Reading/Writing,20,No,58,75,67,Yes,Low,2,5,B
S02595,25,Female,31,Visual,1,Yes,97,99,63,No,High,17,10,A
S02596,18,Female,29,Kinesthetic,10,No,60,83,93,No,High,7,4,B
S02597,27,Female,22,Visual,1,Yes,83,83,87,No,Low,19,5,B
S02598,26,Male,25,Kinesthetic,16,No,54,68,91,Yes,Medium,20,6,C
S02599,18,Male,22,Kinesthetic,10,Yes,63,74,63,Yes,Low,11,8,B
S02600,27,Other,34,Reading/Writing,0,Yes,64,69,78,No,Low,27,10,C
S02601,29,Female,19,Auditory,1,Yes,81,94,67,Yes,Low,15,5,A
S02602,25,Female,48,Visual,18,No,91,41,100,Yes,Low,1,4,D
S02603,24,Male,37,Auditory,19,Yes,72,63,51,Yes,Low,7,7,C
S02604,23,Female,28,Reading/Writing,17,Yes,90,62,84,Yes,Medium,12,10,C
S02605,19,Male,20,Reading/Writing,13,Yes,55,50,72,No,Medium,20,10,D
S02606,24,Male,49,Auditory,3,No,86,43,83,Yes,Low,6,6,D
S02607,26,Male,17,Auditory,2,Yes,68,95,98,Yes,Low,17,6,A
S02608,19,Female,49,Visual,18,Yes,65,42,59,No,Medium,6,8,D
S02609,25,Female,10,Auditory,16,Yes,50,95,96,Yes,Medium,4,5,A
S02610,25,Female,32,Auditory,5,Yes,80,96,90,Yes,High,2,7,A
S02611,26,Female,21,Reading/Writing,18,Yes,99,52,99,Yes,Low,24,6,D
S02612,20,Female,28,Visual,17,Yes,96,54,51,Yes,Low,4,9,D
S02613,25,Male,45,Visual,3,No,50,87,82,No,Low,26,6,A
S02614,25,Male,32,Reading/Writing,8,Yes,50,98,79,Yes,Low,11,10,A
S02615,29,Female,11,Reading/Writing,9,Yes,92,49,82,No,Medium,18,10,D
S02616,23,Male,14,Reading/Writing,4,No,62,66,90,No,Medium,18,5,C
S02617,20,Female,46,Reading/Writing,19,Yes,64,46,76,Yes,Medium,13,6,D
S02618,20,Male,13,Visual,1,Yes,99,57,59,Yes,High,15,5,C
S02619,22,Female,8,Kinesthetic,14,No,68,46,65,Yes,Medium,10,9,D
S02620,25,Female,35,Reading/Writing,6,Yes,94,78,57,Yes,Medium,5,7,B
S02621,28,Female,19,Reading/Writing,10,Yes,84,84,98,Yes,Low,20,7,B
S02622,29,Male,48,Kinesthetic,11,Yes,80,80,88,Yes,Low,13,8,B
S02623,28,Male,34,Reading/Writing,0,Yes,53,47,92,No,Medium,2,9,D
S02624,29,Female,42,Auditory,19,Yes,69,48,84,Yes,Low,9,8,D
S02625,23,Male,41,Auditory,14,Yes,84,62,74,Yes,Medium,25,4,C
S02626,26,Female,28,Reading/Writing,0,No,90,98,64,Yes,Medium,16,8,A
S02627,27,Male,47,Kinesthetic,14,Yes,88,57,52,No,Low,22,9,C
S02628,28,Male,35,Auditory,2,Yes,83,93,77,Yes,Medium,26,10,A
S02629,23,Female,23,Kinesthetic,17,Yes,58,93,73,Yes,Low,0,8,A
S02630,18,Other,15,Kinesthetic,6,Yes,86,91,77,Yes,High,21,4,A
S02631,19,Male,45,Visual,7,Yes,75,65,54,Yes,Low,9,8,C
S02632,24,Female,35,Auditory,8,Yes,59,49,58,Yes,High,6,6,D
S02633,22,Female,37,Visual,17,No,75,88,88,Yes,Medium,28,10,A
S02634,28,Female,47,Auditory,8,Yes,95,98,99,No,Medium,27,6,A
S02635,25,Male,35,Kinesthetic,15,Yes,80,47,61,No,Low,27,9,D
S02636,28,Male,8,Kinesthetic,4,Yes,97,97,84,No,High,13,7,A
S02637,27,Male,39,Kinesthetic,15,Yes,79,40,78,Yes,Low,11,7,D
S02638,27,Male,27,Auditory,7,Yes,83,89,54,Yes,Medium,18,10,A
S02639,29,Male,15,Visual,11,Yes,95,97,60,Yes,Medium,19,9,A
S02640,29,Male,41,Reading/Writing,18,No,59,77,85,Yes,High,2,4,B
S02641,21,Male,13,Visual,20,Yes,99,72,61,Yes,Medium,16,4,B
S02642,29,Male,13,Kinesthetic,14,Yes,84,88,88,Yes,High,0,4,A
S02643,25,Male,33,Visual,18,No,95,77,78,Yes,High,3,4,B
S02644,25,Female,21,Reading/Writing,0,Yes,50,75,80,Yes,Medium,7,8,B
S02645,25,Female,21,Kinesthetic,3,No,87,80,74,Yes,Medium,22,7,B
S02646,20,Female,33,Reading/Writing,15,Yes,87,52,74,Yes,Medium,9,10,D
S02647,26,Female,38,Kinesthetic,8,No,81,77,94,No,Low,5,5,B
S02648,21,Other,7,Kinesthetic,19,No,71,56,58,No,Medium,22,5,C
S02649,18,Other,33,Reading/Writing,20,Yes,94,49,53,Yes,Medium,23,7,D
S02650,21,Female,10,Kinesthetic,1,No,55,76,79,Yes,Medium,24,4,B
S02651,21,Female,29,Visual,20,Yes,76,83,82,Yes,Low,19,5,B
S02652,20,Male,43,Reading/Writing,7,Yes,61,49,65,No,Low,3,7,D
S02653,19,Female,6,Kinesthetic,8,Yes,86,76,76,No,High,10,8,B
S02654,26,Female,27,Kinesthetic,17,No,73,93,85,No,Low,30,5,A
S02655,18,Male,42,Auditory,2,No,65,67,81,Yes,Medium,3,5,C
S02656,21,Male,16,Visual,3,No,74,94,97,Yes,Medium,2,4,A
S02657,18,Female,11,Reading/Writing,15,No,96,58,66,No,Low,5,6,C
S02658,26,Male,27,Auditory,16,Yes,73,99,55,Yes,High,22,5,A
S02659,22,Female,24,Visual,20,Yes,95,83,97,Yes,High,13,8,B
S02660,27,Male,43,Reading/Writing,4,No,80,91,78,Yes,Low,8,5,A
S02661,24,Female,39,Auditory,15,Yes,70,87,86,Yes,Low,14,10,A
S02662,25,Female,32,Reading/Writing,3,Yes,98,55,83,Yes,High,10,8,C
S02663,28,Female,47,Auditory,1,Yes,95,51,94,Yes,High,12,10,D
S02664,25,Female,6,Reading/Writing,6,Yes,53,69,75,Yes,Low,30,8,C
S02665,27,Female,24,Auditory,8,No,75,84,87,Yes,Low,11,6,B
S02666,29,Male,12,Auditory,11,Yes,93,92,89,Yes,Low,1,5,A
S02667,25,Male,45,Auditory,9,Yes,76,84,65,Yes,High,30,4,B
S02668,21,Female,17,Auditory,9,Yes,72,56,59,Yes,Medium,12,9,C
S02669,27,Female,17,Visual,15,No,99,47,73,Yes,Medium,1,4,D
S02670,20,Female,47,Auditory,7,No,85,94,94,Yes,Medium,28,4,A
S02671,25,Male,31,Kinesthetic,4,Yes,94,48,75,Yes,Low,24,4,D
S02672,28,Male,21,Visual,2,Yes,76,82,58,Yes,High,6,10,B
S02673,19,Male,45,Auditory,12,Yes,61,100,86,Yes,High,15,7,A
S02674,23,Male,9,Kinesthetic,15,Yes,70,84,89,Yes,High,12,10,B
S02675,23,Male,31,Kinesthetic,20,Yes,59,75,79,Yes,Medium,19,8,B
S02676,23,Female,17,Visual,20,Yes,72,42,63,No,Medium,7,8,D
S02677,18,Female,6,Visual,1,No,50,77,64,Yes,Medium,11,4,B
S02678,23,Male,16,Reading/Writing,2,Yes,70,83,76,Yes,Medium,27,6,B
S02679,26,Female,49,Reading/Writing,17,Yes,95,96,62,Yes,Low,7,8,A
S02680,26,Male,23,Kinesthetic,2,No,77,81,51,No,Low,4,10,B
S02681,22,Female,42,Kinesthetic,14,Yes,92,89,54,Yes,High,27,9,A
S02682,21,Female,24,Kinesthetic,9,Yes,79,59,58,Yes,Medium,26,7,C
S02683,22,Male,9,Visual,11,Yes,62,57,78,No,Medium,3,8,C
S02684,21,Male,14,Kinesthetic,13,Yes,62,82,66,No,Medium,8,8,B
S02685,26,Male,27,Reading/Writing,10,Yes,51,62,55,No,Medium,8,10,C
S02686,19,Female,25,Auditory,1,Yes,87,43,79,Yes,Medium,27,6,D
S02687,23,Male,39,Visual,9,No,98,95,93,Yes,Medium,17,9,A
S02688,24,Male,12,Reading/Writing,5,Yes,91,67,80,Yes,Low,25,7,C
S02689,19,Male,19,Auditory,8,Yes,74,81,67,No,Medium,8,6,B
S02690,21,Male,45,Reading/Writing,8,Yes,100,60,69,Yes,High,28,6,C
S02691,20,Male,36,Visual,0,No,84,72,88,Yes,Low,0,5,B
S02692,26,Female,17,Auditory,3,No,66,45,87,Yes,High,30,8,D
S02693,24,Male,37,Visual,19,Yes,81,74,59,No,Medium,27,10,B
S02694,29,Female,30,Reading/Writing,5,Yes,64,55,59,Yes,Medium,14,4,C
S02695,27,Female,13,Visual,13,No,67,62,80,Yes,Low,17,7,C
S02696,29,Male,11,Reading/Writing,10,No,77,93,75,Yes,High,14,8,A
S02697,21,Female,31,Reading/Writing,5,Yes,65,62,73,Yes,High,23,5,C
S02698,20,Male,42,Visual,2,Yes,78,72,83,No,High,8,9,B
S02699,28,Male,32,Kinesthetic,4,Yes,69,70,70,No,Low,14,5,B
S02700,22,Female,29,Reading/Writing,0,No,53,56,93,Yes,Medium,6,4,C
S02701,21,Female,10,Auditory,0,Yes,97,43,50,Yes,Medium,1,4,D
S02702,27,Male,20,Auditory,10,No,91,59,77,Yes,Medium,5,7,C
S02703,21,Male,44,Visual,16,No,91,61,66,No,Medium,4,8,C
S02704,20,Male,48,Kinesthetic,3,No,77,46,97,No,High,11,8,D
S02705,18,Male,12,Reading/Writing,6,Yes,78,64,76,Yes,Medium,9,4,C
S02706,29,Male,28,Auditory,13,No,61,96,98,No,Medium,7,4,A
S02707,28,Male,42,Visual,0,No,50,53,73,Yes,High,21,8,D
S02708,26,Female,31,Kinesthetic,5,Yes,68,73,53,No,Medium,10,10,B
S02709,25,Female,27,Kinesthetic,10,No,91,79,87,Yes,Low,18,4,B
S02710,29,Male,39,Reading/Writing,20,Yes,55,80,62,Yes,Medium,24,8,B
S02711,21,Female,18,Auditory,18,Yes,85,87,63,No,Low,15,8,A
S02712,18,Male,11,Kinesthetic,0,Yes,55,80,58,Yes,Medium,30,9,B
S02713,19,Male,43,Auditory,3,Yes,74,98,96,No,Medium,28,7,A
S02714,22,Female,49,Visual,0,No,58,51,90,Yes,Low,8,8,D
S02715,24,Female,18,Kinesthetic,20,Yes,69,78,85,Yes,High,14,4,B
S02716,29,Male,45,Auditory,14,Yes,50,65,82,No,High,21,6,C
S02717,18,Female,15,Visual,2,No,51,40,55,No,Low,19,9,D
S02718,24,Male,21,Reading/Writing,8,No,95,59,90,Yes,Medium,14,10,C
S02719,22,Female,45,Kinesthetic,15,No,79,76,71,Yes,Low,25,10,B
S02720,27,Male,19,Auditory,20,Yes,83,54,76,Yes,Medium,8,9,D
S02721,27,Female,24,Auditory,9,No,52,42,80,Yes,Medium,1,8,D
S02722,23,Male,24,Kinesthetic,9,No,59,55,78,Yes,Low,7,9,C
S02723,29,Male,5,Kinesthetic,0,Yes,54,79,73,Yes,Medium,2,8,B
S02724,26,Female,13,Auditory,7,Yes,99,79,57,No,Medium,7,8,B
S02725,25,Male,34,Kinesthetic,4,Yes,78,78,80,No,Low,8,5,B
S02726,18,Male,13,Visual,2,No,86,59,50,Yes,Medium,19,9,C
S02727,19,Male,24,Kinesthetic,11,Yes,69,62,66,Yes,Low,14,7,C
S02728,23,Female,32,Visual,16,No,55,82,57,No,Low,7,6,B
S02729,18,Female,22,Auditory,20,Yes,71,42,80,No,Medium,2,5,D
S02730,22,Male,10,Kinesthetic,12,No,86,42,90,Yes,Medium,8,5,D
S02731,27,Other,25,Kinesthetic,20,No,61,77,100,Yes,High,9,6,B
S02732,19,Female,15,Auditory,3,Yes,90,55,76,No,Medium,8,6,C
S02733,28,Female,46,Auditory,15,Yes,100,48,52,No,High,1,8,D
S02734,26,Female,24,Reading/Writing,7,No,98,80,83,Yes,High,22,8,B
S02735,28,Female,35,Auditory,4,No,66,61,85,Yes,Medium,30,8,C
S02736,26,Male,34,Reading/Writing,11,Yes,64,44,98,No,Medium,28,10,D
S02737,19,Male,19,Visual,9,Yes,83,61,85,No,Low,13,10,C
S02738,25,Other,21,Kinesthetic,12,Yes,73,72,92,Yes,Low,22,10,B
S02739,23,Female,14,Visual,10,Yes,50,53,100,No,High,3,9,D
S02740,24,Female,7,Kinesthetic,3,No,99,70,67,No,High,19,9,B
S02741,26,Male,30,Kinesthetic,5,Yes,87,97,60,Yes,Medium,24,9,A
S02742,21,Male,18,Visual,17,No,93,54,58,No,High,11,9,D
S02743,19,Male,26,Kinesthetic,18,Yes,82,66,80,Yes,Low,13,9,C
S02744,27,Female,47,Kinesthetic,3,Yes,71,71,89,Yes,Medium,7,10,B
S02745,26,Male,12,Auditory,12,No,84,90,94,Yes,Medium,1,6,A
S02746,22,Male,44,Reading/Writing,11,No,50,75,77,Yes,Low,20,5,B
S02747,25,Male,6,Reading/Writing,5,Yes,91,83,51,Yes,Medium,17,6,B
S02748,18,Male,9,Kinesthetic,19,Yes,68,65,98,Yes,High,3,5,C
S02749,20,Other,8,Visual,12,Yes,53,49,87,Yes,Low,9,9,D
S02750,19,Female,10,Reading/Writing,1,No,96,79,74,Yes,Medium,15,8,B
S02751,24,Female,36,Kinesthetic,5,Yes,60,41,100,Yes,Low,8,6,D
S02752,24,Male,10,Kinesthetic,3,Yes,93,66,63,Yes,High,5,5,C
S02753,20,Male,47,Auditory,5,No,67,84,52,Yes,Medium,7,4,B
S02754,26,Male,26,Auditory,10,Yes,81,65,68,No,Medium,4,5,C
S02755,19,Male,15,Reading/Writing,13,No,62,90,93,Yes,Low,14,6,A
S02756,23,Female,15,Auditory,2,Yes,70,61,55,Yes,Medium,12,5,C
S02757,28,Female,5,Kinesthetic,13,Yes,87,83,96,No,Medium,16,8,B
S02758,21,Female,46,Auditory,13,Yes,65,40,80,No,High,21,8,D
S02759,29,Female,17,Visual,17,No,77,69,52,Yes,Low,4,5,C
S02760,23,Male,49,Auditory,9,No,66,49,65,Yes,Medium,21,9,D
S02761,20,Male,42,Kinesthetic,13,Yes,96,100,57,Yes,Low,8,7,A
S02762,19,Female,11,Auditory,9,No,56,91,78,Yes,Low,16,9,A
S02763,27,Male,30,Visual,12,Yes,78,86,54,No,Medium,5,7,A
S02764,25,Male,21,Reading/Writing,12,Yes,86,56,75,No,Medium,12,10,C
S02765,27,Male,48,Auditory,20,No,60,67,75,Yes,Medium,27,9,C
S02766,21,Female,28,Visual,20,Yes,76,73,50,Yes,High,9,5,B
S02767,28,Male,46,Reading/Writing,1,No,88,81,67,Yes,Medium,9,9,B
S02768,28,Female,43,Auditory,16,Yes,66,68,77,Yes,Medium,15,4,C
S02769,25,Female,11,Visual,1,Yes,92,61,55,Yes,Low,7,5,C
S02770,27,Male,32,Visual,10,No,84,100,72,Yes,Medium,16,4,A
S02771,23,Male,27,Visual,5,Yes,65,55,78,Yes,Low,12,9,C
S02772,22,Female,45,Reading/Writing,11,No,54,58,64,No,High,24,7,C
S02773,27,Other,9,Reading/Writing,8,Yes,52,53,84,Yes,Medium,11,8,D
S02774,28,Male,32,Reading/Writing,15,Yes,84,86,63,Yes,Low,15,4,A
S02775,26,Male,42,Visual,11,Yes,85,54,54,Yes,Medium,28,7,D
S02776,26,Female,28,Kinesthetic,6,Yes,88,72,73,Yes,Medium,27,10,B
S02777,21,Female,37,Reading/Writing,9,No,56,61,99,Yes,Low,21,9,C
S02778,22,Female,34,Reading/Writing,10,Yes,91,84,60,Yes,Low,23,7,B
S02779,26,Male,35,Reading/Writing,2,No,77,90,94,Yes,High,27,10,A
S02780,25,Male,5,Auditory,16,Yes,98,91,99,Yes,Low,22,7,A
S02781,19,Other,40,Auditory,15,No,58,79,97,Yes,High,2,10,B
S02782,27,Male,40,Auditory,16,Yes,77,92,64,Yes,Medium,1,4,A
S02783,28,Female,46,Visual,18,Yes,83,70,69,No,Medium,26,6,B
S02784,28,Male,9,Visual,18,Yes,95,95,84,No,Low,17,4,A
S02785,25,Female,39,Auditory,8,Yes,81,69,54,Yes,High,30,4,C
S02786,21,Female,20,Reading/Writing,17,No,56,67,83,Yes,Medium,8,8,C
S02787,19,Male,29,Visual,11,Yes,93,59,97,Yes,Low,16,9,C
S02788,18,Male,32,Kinesthetic,10,Yes,96,55,84,Yes,Medium,9,9,C
S02789,28,Male,24,Kinesthetic,20,No,78,49,92,No,Medium,24,10,D
S02790,27,Male,25,Kinesthetic,5,Yes,63,82,88,Yes,Medium,7,7,B
S02791,18,Male,33,Reading/Writing,9,Yes,52,76,87,Yes,Medium,28,5,B
S02792,21,Male,24,Visual,18,Yes,85,95,95,No,Low,3,5,A
S02793,28,Female,12,Auditory,3,Yes,93,45,50,No,Low,23,8,D
S02794,20,Female,44,Reading/Writing,19,Yes,63,85,79,Yes,Low,25,7,A
S02795,23,Female,27,Visual,7,Yes,54,73,84,No,Low,5,4,B
S02796,28,Male,23,Kinesthetic,14,Yes,94,98,73,Yes,Low,23,8,A
S02797,27,Male,34,Reading/Writing,9,Yes,93,66,74,No,High,21,10,C
S02798,27,Male,7,Kinesthetic,4,Yes,61,40,65,No,Low,23,10,D
S02799,25,Female,39,Auditory,8,No,97,95,69,Yes,Medium,14,6,A
S02800,24,Male,13,Auditory,18,No,55,74,81,No,High,18,6,B
S02801,21,Female,48,Visual,9,Yes,88,82,70,No,Medium,18,8,B
S02802,26,Male,13,Kinesthetic,1,Yes,71,85,99,No,Low,1,4,A
S02803,29,Female,14,Visual,17,No,79,42,58,Yes,Low,26,10,D
S02804,19,Female,42,Visual,9,Yes,73,60,57,No,Low,0,8,C
S02805,27,Female,28,Kinesthetic,16,Yes,62,56,67,Yes,Medium,26,7,C
S02806,29,Female,36,Auditory,9,Yes,69,66,50,Yes,Low,12,5,C
S02807,23,Female,45,Kinesthetic,14,Yes,70,47,83,Yes,Medium,2,4,D
S02808,20,Female,14,Visual,11,Yes,52,73,100,Yes,Low,7,8,B
S02809,20,Male,46,Reading/Writing,17,Yes,100,92,74,No,Medium,16,8,A
S02810,19,Female,36,Reading/Writing,16,Yes,85,68,75,Yes,Medium,21,4,C
S02811,29,Female,32,Reading/Writing,8,Yes,75,92,68,Yes,Medium,21,8,A
S02812,21,Female,15,Auditory,19,No,88,77,89,Yes,Low,4,5,B
S02813,27,Male,32,Visual,13,No,79,71,76,Yes,Low,17,5,B
S02814,29,Female,49,Visual,4,Yes,85,58,73,Yes,Low,18,10,C
S02815,23,Female,23,Visual,10,No,55,64,77,No,Medium,23,9,C
S02816,21,Female,29,Auditory,3,Yes,96,71,61,No,Medium,26,6,B
S02817,18,Male,37,Visual,10,Yes,96,50,83,Yes,Low,29,6,D
S02818,23,Female,47,Auditory,10,No,97,82,57,Yes,Medium,12,4,B
S02819,23,Female,47,Reading/Writing,16,Yes,85,75,95,No,Low,18,7,B
S02820,26,Female,36,Auditory,12,Yes,89,40,65,Yes,High,4,7,D
S02821,18,Male,12,Reading/Writing,11,Yes,69,83,79,Yes,Low,28,7,B
S02822,19,Female,49,Kinesthetic,9,Yes,59,74,62,Yes,High,25,7,B
